         9074922 function calls (8816296 primitive calls) in 29.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.003    0.000 bytecode.py:274(dump)
       13    0.000    0.000    0.001    0.000 templates.py:979(get_impl_key)
       36    0.000    0.000    0.004    0.000 quicksort.py:257(<lambda>)
        5    0.000    0.000    0.002    0.000 array_analysis.py:142(assert_equiv)
       62    0.000    0.000    0.000    0.000 parfor.py:4632(<setcomp>)
       56    0.000    0.000    0.000    0.000 array_analysis.py:1103(get_equiv_set)
       14    0.000    0.000    0.000    0.000 types.py:175(_to_string)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        3    0.000    0.000    0.000    0.000 array_exprs.py:144(_handle_matches)
       59    0.000    0.000    0.000    0.000 array_analysis.py:547(<listcomp>)
       20    0.000    0.000    0.000    0.000 Operator.py:197(__init__)
        1    0.000    0.000    0.034    0.034 _backends.py:1(<module>)
       47    0.000    0.000    0.000    0.000 funcdesc.py:62(<genexpr>)
       26    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
       24    0.000    0.000    0.000    0.000 arrayprint.py:1415(dtype_is_implied)
       24    0.000    0.000    0.000    0.000 arrayprint.py:403(_get_formatdict)
       44    0.000    0.000    0.000    0.000 dispatcher.py:295(_make_finalizer)
       10    0.000    0.000    0.014    0.001 functools.py:774(_find_impl)
        1    0.000    0.000    0.532    0.532 parfor.py:2885(run)
        1    0.000    0.000    0.032    0.032 cparser.py:1(<module>)
       22    0.000    0.000    0.000    0.000 builtins.py:553(generic)
       24    0.000    0.000    0.001    0.000 base.py:972(get_helper_class)
       10    0.000    0.000    0.001    0.000 itanium_mangler.py:179(prepend_namespace)
       22    0.000    0.000    0.013    0.001 lowering.py:862(<listcomp>)
       20    0.000    0.000    0.002    0.000 cloudpickle_fast.py:635(dump)
        8    0.000    0.000    0.001    0.000 __init__.py:340(__init__)
       12    0.000    0.000    0.000    0.000 builtins.py:95(generic)
       20    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
       18    0.000    0.000    0.004    0.000 context.py:317(resolve_static_getitem)
       13    0.000    0.000    0.011    0.001 packer.py:109(<listcomp>)
       20    0.000    0.000    0.000    0.000 listdecl.py:90(generic)
       10    0.000    0.000    0.000    0.000 models.py:356(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
        7    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.001    0.001 parfor_lowering.py:656(_create_shape_signature)
       67    0.000    0.000    0.000    0.000 models.py:349(get_nrt_meminfo)
       13    0.000    0.000    0.000    0.000 misc.py:161(__init__)
       58    0.000    0.000    0.000    0.000 byteflow.py:1815(infos)
    21/13    0.000    0.000    0.000    0.000 model.py:81(__hash__)
        3    0.000    0.000    0.006    0.002 array_analysis.py:3007(_broadcast_assert_shapes)
       20    0.000    0.000    0.000    0.000 cloudpickle.py:187(_is_registered_pickle_by_value)
       10    0.000    0.000    0.001    0.000 module.py:151(declare_intrinsic)
       64    0.000    0.000    0.000    0.000 ssa.py:112(<listcomp>)
        3    0.000    0.000    0.006    0.002 array_analysis.py:3050(_make_assert_equiv)
       16    0.000    0.000    0.000    0.000 array_analysis.py:750(__init__)
       24    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       15    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
     14/2    0.000    0.000    0.002    0.001 parfor.py:5090(parfor_find_max_label)
       16    0.000    0.000    0.000    0.000 codegen.py:1040(resolve)
       22    0.000    0.000    0.000    0.000 functools.py:844(register)
        5    0.000    0.000    0.001    0.000 STIR.py:473(initialise)
       39    0.000    0.000    0.000    0.000 _collections_abc.py:862(__init__)
        1    0.000    0.000    0.017    0.017 typeddict.py:1(<module>)
       62    0.000    0.000    0.000    0.000 imputils.py:47(lower_getattr)
       52    0.000    0.000    0.000    0.000 functions.py:499(_get_object)
        7    0.000    0.000    0.341    0.049 lowering.py:301(create_cfunc_wrapper)
       13    0.000    0.000    0.001    0.000 lowering.py:175(emit_environment_object)
        4    0.000    0.000    0.004    0.001 quicksort.py:27(make_quicksort_impl)
       24    0.000    0.000    0.000    0.000 interpreter.py:1716(get_global_value)
       58    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       18    0.000    0.000    0.001    0.000 context.py:228(<listcomp>)
        4    0.000    0.000    0.003    0.001 boxing.py:74(unbox_float)
       16    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cmathdecl.py:1(<module>)
       19    0.000    0.000    0.000    0.000 interpreter.py:1686(_var_used_in_binop)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:837(_replace_freevars)
       13    0.000    0.000    0.017    0.001 lowering.py:227(extract_function_arguments)
       49    0.000    0.000    0.000    0.000 dispatcher.py:263(<genexpr>)
       22    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
        1    0.000    0.000    0.532    0.532 typed_passes.py:295(run_pass)
       22    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        8    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       18    0.000    0.000    0.000    0.000 ssa.py:436(_stmt_index)
       14    0.000    0.000    0.006    0.000 lowering.py:825(<listcomp>)
        4    0.000    0.000    0.022    0.005 arrayobj.py:442(make_view)
       13    0.000    0.000    0.000    0.000 lowering.py:96(_compute_def_location)
       14    0.000    0.000    0.000    0.000 removerefctpass.py:18(visit_Call)
       11    0.000    0.000    0.001    0.000 interpreter.py:2523(op_BINARY_SUBSCR)
       66    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       13    0.000    0.000    0.000    0.000 ir.py:463(pair_second)
       58    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.001    0.001 arraydecl.py:1(<module>)
        1    0.000    0.000    0.005    0.005 npyimpl.py:1(<module>)
       13    0.000    0.000    0.000    0.000 ir.py:470(getiter)
       16    0.000    0.000    0.000    0.000 consts.py:18(__init__)
       52    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
       48    0.000    0.000    0.000    0.000 controlflow.py:80(<listcomp>)
       10    0.000    0.000    0.004    0.000 pythonapi.py:1170(bytes_from_string_and_size)
       24    0.000    0.000    0.005    0.000 arrayprint.py:780(_formatArray)
       55    0.000    0.000    0.000    0.000 lowering.py:143(pre_block)
       10    0.000    0.000    0.000    0.000 SIRF.py:208(is_complex)
       13    0.000    0.000    0.000    0.000 passmanagers.py:27(__sub__)
       58    0.000    0.000    0.000    0.000 controlflow.py:283(<listcomp>)
       39    0.000    0.000    0.000    0.000 __init__.py:461(<genexpr>)
       23    0.000    0.000    0.003    0.000 array_analysis.py:602(get_shape)
       55    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
       44    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
       19    0.000    0.000    0.000    0.000 ir.py:1065(__str__)
       17    0.000    0.000    0.001    0.000 arrayobj.py:391(<listcomp>)
       13    0.000    0.000    0.000    0.000 ir.py:477(iternext)
       29    0.000    0.000    0.000    0.000 functions.py:509(__eq__)
       13    0.000    0.000    0.012    0.001 packer.py:104(from_arguments)
       13    0.000    0.000    0.000    0.000 typed_passes.py:125(legalize_return_type)
       44    0.000    0.000    0.000    0.000 posixpath.py:489(<listcomp>)
        8    0.000    0.000    0.000    0.000 array_analysis.py:309(get_equiv_const)
        8    0.000    0.000    0.001    0.000 executionengine.py:65(get_global_value_address)
        8    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       22    0.000    0.000    0.001    0.000 ir_utils.py:829(<genexpr>)
       29    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        5    0.000    0.000    0.002    0.000 npyimpl.py:160(_prepare_argument)
       28    0.000    0.000    0.000    0.000 npydecl.py:243(generic)
       24    0.000    0.000    0.003    0.000 errors.py:325(highlight)
       24    0.000    0.000    0.001    0.000 arrayprint.py:410(<lambda>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2836(min)
        1    0.000    0.000    0.001    0.001 function_type.py:1(<module>)
       10    0.000    0.000    0.002    0.000 pythonapi.py:305(raise_object)
        2    0.000    0.000    0.000    0.000 version.py:188(__init__)
       14    0.000    0.000    0.001    0.000 __init__.py:903(<genexpr>)
        4    0.000    0.000    0.249    0.062 templates.py:1134(generic)
        1    0.000    0.000    0.000    0.000 base.py:1(<module>)
        3    0.000    0.000    0.001    0.000 ir.py:69(_find_definition)
        4    0.000    0.000    0.000    0.000 parfor.py:1604(__init__)
        9    0.000    0.000    0.002    0.000 pythonapi.py:869(gil_release)
       10    0.000    0.000    0.002    0.000 pythonapi.py:282(err_clear)
        9    0.000    0.000    0.002    0.000 array_analysis.py:2116(_analyze_op_getitem)
        1    0.000    0.000    0.001    0.001 c_ast.py:1(<module>)
       16    0.000    0.000    0.131    0.008 codegen.py:1420(_add_module)
       13    0.000    0.000    0.000    0.000 imputils.py:173(fix_returning_optional)
       22    0.000    0.000    0.000    0.000 typing_extensions.py:556(<genexpr>)
        7    0.000    0.000    0.001    0.000 extending.py:190(decorate)
        1    0.000    0.000    0.334    0.334 parfor.py:3393(lower_parfor_sequential)
       44    0.000    0.000    0.000    0.000 posixpath.py:488(<listcomp>)
        2    0.000    0.000    0.203    0.101 cpu.py:181(create_cpython_wrapper)
        8    0.000    0.000    0.001    0.000 cgutils.py:955(pointer_add)
        1    0.000    0.000    0.000    0.000 indexedoptionform.py:9(IndexedOptionForm)
       12    0.000    0.000    0.000    0.000 inline_closurecall.py:1397(__init__)
       15    0.000    0.000    0.000    0.000 ir.py:1473(_reset_analysis_variables)
        2    0.000    0.000    0.004    0.002 boxing.py:49(unbox_integer)
        1    0.000    0.000    0.000    0.000 c_parser.py:17(CParser)
       58    0.000    0.000    0.000    0.000 byteflow.py:1518(instructions)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:689(<listcomp>)
       49    0.000    0.000    0.000    0.000 interpreter.py:1749(code_names)
       16    0.000    0.000    0.000    0.000 array_analysis.py:369(__init__)
       26    0.000    0.000    0.000    0.000 typed_passes.py:188(get_analysis_usage)
       11    0.000    0.000    0.000    0.000 typing.py:947(__init__)
       15    0.000    0.000    0.000    0.000 ir.py:1381(__init__)
        3    0.000    0.000    0.000    0.000 static_raise.py:76(apply)
        8    0.000    0.000    0.000    0.000 ir_utils.py:281(get_global_func_typ)
       39    0.000    0.000    0.000    0.000 callconv.py:856(get_arguments)
        2    0.000    0.000    1.279    0.639 parfor.py:3037(run)
        6    0.000    0.000    0.249    0.042 templates.py:1076(_get_signature)
       60    0.000    0.000    0.000    0.000 ssa.py:284(on_other)
       13    0.000    0.000    0.001    0.000 __init__.py:801(search)
       24    0.000    0.000    0.003    0.000 errors.py:313(code)
        6    0.000    0.000    0.250    0.042 functions.py:389(get_call_type)
       14    0.000    0.000    0.001    0.000 cgutils.py:450(is_null)
       51    0.000    0.000    0.000    0.000 abstract.py:439(literal_value)
       58    0.000    0.000    0.000    0.000 byteflow.py:1544(blockstack_initial)
       24    0.000    0.000    0.001    0.000 controlflow.py:72(__ne__)
       12    0.000    0.000    0.000    0.000 inspect.py:2810(kwargs)
        1    0.000    0.000    0.000    0.000 numpyarray.py:27(NumpyArray)
       23    0.000    0.000    0.000    0.000 manager.py:23(register)
        8    0.000    0.000    0.002    0.000 parfor.py:3526(_combine_params_races_for_ssa_names)
       12    0.000    0.000    0.002    0.000 controlflow.py:304(topo_sort)
       37    0.000    0.000    0.000    0.000 codegen.py:1143(target_data)
       58    0.000    0.000    0.000    0.000 byteflow.py:1535(outgoing_phis)
        2    0.000    0.000    0.001    0.000 inline_closurecall.py:733(_get_callee_args)
        4    0.000    0.000    0.001    0.000 array_analysis.py:2122(_analyze_op_static_getitem)
       23    0.000    0.000    0.000    0.000 controlflow.py:198(_exit_points)
        2    0.000    0.000    0.011    0.005 jax.py:1(<module>)
        1    0.000    0.000    5.276    5.276 parfor_lowering.py:56(_lower_parfor_parallel)
        8    0.000    0.000    0.011    0.001 models.py:624(from_return)
       15    0.000    0.000    0.002    0.000 typing.py:306(inner)
    39/25    0.000    0.000    0.001    0.000 functools.py:723(<listcomp>)
      4/1    0.000    0.000    0.013    0.013 __init__.py:289(_lazy_init)
       20    0.000    0.000    0.000    0.000 Operator.py:43(__init__)
       50    0.000    0.000    0.000    0.000 models.py:447(get_value_type)
       26    0.000    0.000    0.001    0.000 callconv.py:380(build_excinfo_struct)
        7    0.000    0.000    0.001    0.000 parfor.py:630(get_shape_classes)
      7/1    0.000    0.000   12.434   12.434 dispatcher.py:131(_compile_cached)
        1    0.000    0.000    0.002    0.002 tupleobj.py:291(getitem_unituple)
       22    0.000    0.000    0.000    0.000 collections.py:56(generic)
        1    0.000    0.000    0.490    0.490 linalg.py:498(dot_2_vv)
        6    0.000    0.000    0.001    0.000 inline_closurecall.py:968(_inline_arraycall)
       10    0.000    0.000    0.003    0.000 pythonapi.py:1363(build_dynamic_excinfo_struct)
        2    0.000    0.000    0.001    0.000 cgutils.py:261(__init__)
       20    0.000    0.000    0.000    0.000 cloudpickle.py:201(_whichmodule)
       40    0.000    0.000    0.000    0.000 ir_utils.py:39(next)
        1    0.000    0.000    0.002    0.002 _broadcasting.py:1(<module>)
       11    0.000    0.000    0.000    0.000 ir.py:1053(__init__)
       15    0.000    0.000    0.038    0.003 STIR.py:722(shape)
       48    0.000    0.000    0.000    0.000 imputils.py:95(lower_cast)
       35    0.000    0.000    0.000    0.000 ir.py:877(__str__)
       25    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
       24    0.000    0.000    0.003    0.000 errors.py:322(indicate)
       16    0.000    0.000    0.000    0.000 listdecl.py:102(generic)
       12    0.000    0.000    0.000    0.000 typed_passes.py:408(run_pass)
       11    0.000    0.000    0.000    0.000 byteflow.py:451(op_LOAD_DEREF)
       37    0.000    0.000    0.000    0.000 typeinfer.py:708(__init__)
        8    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
        5    0.000    0.000    0.002    0.000 npyimpl.py:67(__init__)
     15/1    0.000    0.000    0.001    0.001 parfor_lowering.py:1594(replace_var_with_array_internal)
        6    0.000    0.000    0.001    0.000 templates.py:1118(_resolve)
        7    0.000    0.000    0.012    0.002 context.py:329(resolve_setitem)
       44    0.000    0.000    0.000    0.000 dispatcher.py:220(__init__)
       10    0.000    0.000    0.001    0.000 base.py:491(unpack_value)
        5    0.000    0.000    0.003    0.001 transforms.py:10(visit_Function)
       25    0.000    0.000    0.000    0.000 lex.py:1090(set_regex)
        5    0.000    0.000    0.000    0.000 model.py:589(global_cache)
       24    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       21    0.000    0.000    0.093    0.004 models.py:611(as_argument)
       12    0.000    0.000    0.006    0.001 untyped_passes.py:59(run_pass)
       16    0.000    0.000    0.000    0.000 __init__.py:175(_extract_arch_version)
       51    0.000    0.000    0.000    0.000 typing_extensions.py:670(<genexpr>)
       24    0.000    0.000    0.000    0.000 untyped_passes.py:1643(get_analysis_usage)
       52    0.000    0.000    0.000    0.000 types.py:341(__str__)
       15    0.000    0.000    0.000    0.000 bytecode.py:193(__init__)
       49    0.000    0.000    0.000    0.000 imputils.py:443(impl_ret_untracked)
       14    0.000    0.000    0.001    0.000 ir_utils.py:2175(resolve_func_from_module)
       21    0.000    0.000    0.000    0.000 abstract.py:338(__init__)
       19    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
       20    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        2    0.000    0.000    0.005    0.002 arrayobj.py:4269(safecast_intp)
       14    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       13    0.000    0.000    0.000    0.000 funcdesc.py:137(_get_function_info)
       24    0.000    0.000    0.003    0.000 errors.py:319(filename)
        8    0.000    0.000    1.692    0.212 codegen.py:975(get_pointer_to_function)
       52    0.000    0.000    0.000    0.000 dispatcher.py:108(normal_handler)
       15    0.000    0.000    0.000    0.000 context.py:639(unify_types)
       37    0.000    0.000    0.000    0.000 typeinfer.py:212(__init__)
       47    0.000    0.000    0.000    0.000 containers.py:220(__len__)
       17    0.000    0.000    0.000    0.000 codegen.py:880(_object_compiled_hook)
       20    0.000    0.000    0.000    0.000 registry.py:9(wraps)
       21    0.000    0.000    0.000    0.000 imputils.py:115(decorate)
        1    0.000    0.000    0.000    0.000 yacc.py:1381(MiniProduction)
      7/1    0.000    0.000   12.434   12.434 dispatcher.py:124(compile)
       18    0.000    0.000    0.000    0.000 enumdecl.py:48(generic)
        8    0.000    0.000    0.000    0.000 arrayobj.py:172(normalize_indices)
       16    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
        8    0.000    0.000    0.000    0.000 scalars.py:46(cast_python_value)
        7    0.000    0.000    0.000    0.000 iterators.py:7(__init__)
        1    0.000    0.000    0.001    0.001 builder.py:137(type_methods)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       13    0.000    0.000    0.020    0.002 funcdesc.py:187(from_specialized_function)
       41    0.000    0.000    0.000    0.000 types.py:292(__new__)
       15    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
        5    0.000    0.000    0.000    0.000 ir_utils.py:1665(find_build_sequence)
        7    0.000    0.000    0.011    0.002 templates.py:1052(_init_once)
        1    0.000    0.000    0.003    0.003 arrayobj.py:956(__init__)
        9    0.000    0.000    0.001    0.000 numbers.py:1287(float_to_float)
        5    0.000    0.000    0.000    0.000 containers.py:365(__new__)
       13    0.000    0.000    0.031    0.002 config.py:576(reload_config)
        2    0.000    0.000    1.279    0.639 typed_passes.py:379(run_pass)
        8    0.000    0.000    0.021    0.003 imputils.py:241(iternext_wrapper)
        9    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       45    0.000    0.000    0.000    0.000 ir.py:757(get_targets)
       18    0.000    0.000    0.000    0.000 builtins.py:437(generic)
       16    0.000    0.000    0.000    0.000 abstract.py:40(__init__)
       19    0.000    0.000    0.000    0.000 models.py:343(inner_models)
       20    0.000    0.000    0.000    0.000 typing_extensions.py:171(_should_collect_from_parameters)
        7    0.000    0.000    0.001    0.000 base.py:336(nrt)
       30    0.000    0.000    0.000    0.000 dispatcher.py:223(__enter__)
       12    0.000    0.000    0.002    0.000 postproc.py:235(remove_dels)
        2    0.000    0.000    0.012    0.006 test_gradients.py:126(<listcomp>)
        2    0.000    0.000    0.000    0.000 library.py:255(impl)
        7    0.000    0.000    0.002    0.000 pythonapi.py:1141(string_from_string)
        8    0.000    0.000    0.006    0.001 base.py:682(pair_second)
       13    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
        4    0.000    0.000    0.018    0.004 ssa.py:83(_fix_ssa_vars)
      8/1    0.000    0.000    0.001    0.001 parfor.py:3976(_parfor_use_alloca)
        4    0.000    0.000    0.001    0.000 parfor.py:3305(_gen_arrayexpr_getitem)
       15    0.000    0.000    0.000    0.000 instructions.py:570(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       33    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       14    0.000    0.000    0.000    0.000 types.py:177(<listcomp>)
        5    0.000    0.000    0.000    0.000 module.py:122(<listcomp>)
        2    0.000    0.000    0.008    0.004 arrayobj.py:4265(_parse_shape)
       13    0.000    0.000    0.000    0.000 untyped_passes.py:118(run_pass)
       13    0.000    0.000    0.000    0.000 ir.py:457(pair_first)
        8    0.000    0.000    0.000    0.000 numpy_support.py:232(select_array_wrapper)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:836(keys)
       30    0.000    0.000    0.000    0.000 dispatcher.py:923(cb_compiler)
        1    0.000    0.000    0.144    0.144 __init__.py:456(load)
       18    0.000    0.000    0.000    0.000 parfor.py:2660(_is_parallel_loop)
        1    0.000    0.000    0.006    0.006 numpytype.py:1(<module>)
       30    0.000    0.000    0.000    0.000 dispatcher.py:227(__exit__)
       31    0.000    0.000    0.000    0.000 typing_extensions.py:261(final)
        5    0.000    0.000    0.011    0.002 __init__.py:840(_device_count_nvml)
       21    0.000    0.000    0.000    0.000 model.py:69(<listcomp>)
        7    0.000    0.000    0.004    0.001 pythonapi.py:330(err_write_unraisable)
        2    0.000    0.000    0.114    0.057 callwrapper.py:101(build)
       10    0.000    0.000    0.001    0.000 models.py:82(load_from_data_pointer)
       34    0.000    0.000    0.000    0.000 numpy.py:78(implements)
       44    0.000    0.000    0.000    0.000 models.py:236(as_data)
       21    0.000    0.000    0.000    0.000 model.py:68(_get_items)
       20    0.000    0.000    0.000    0.000 pyiutilities.py:95(intDataFromHandle)
        5    0.000    0.000    0.001    0.000 base.py:1016(make_tuple)
        8    0.000    0.000    0.000    0.000 array_analysis.py:484(get_equiv_const)
       41    0.000    0.000    0.000    0.000 context.py:148(init)
       15    0.000    0.000    0.001    0.000 context.py:94(match)
      7/1    0.000    0.000    0.001    0.001 parfor.py:5078(parfor_add_offset_to_labels)
        3    0.000    0.000    0.014    0.005 base.py:734(is_true)
        2    0.000    0.000    0.001    0.000 nrtdynmod.py:111(_define_atomic_inc_dec)
       12    0.000    0.000    0.003    0.000 controlflow.py:178(dominance_frontier)
       33    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.002    0.002 _util.py:1(<module>)
        2    0.000    0.000    0.003    0.001 typetracer.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       26    0.000    0.000    0.000    0.000 callconv.py:819(<listcomp>)
        1    0.000    0.000    0.001    0.001 generator_core.py:1(<module>)
        4    0.000    0.000    0.001    0.000 wrappers.py:680(load)
       15    0.000    0.000    0.004    0.000 controlflow.py:226(_post_doms)
       30    0.000    0.000    0.000    0.000 typeinfer.py:1754(propagate_finished)
        3    0.000    0.000    0.001    0.000 interpreter.py:1875(op_UNPACK_SEQUENCE)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       15    0.000    0.000    0.000    0.000 errors.py:465(__init__)
       28    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       13    0.000    0.000    0.002    0.000 funcdesc.py:79(lookup_globals)
        1    0.000    0.000    0.001    0.001 collections.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayobj.py:159(normalize_index)
        5    0.000    0.000    0.000    0.000 models.py:375(__init__)
       10    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        6    0.000    0.000    0.000    0.000 mathimpl.py:127(unary_math_intr)
        7    0.000    0.000    1.913    0.273 base.py:873(compile_internal)
       40    0.000    0.000    0.000    0.000 bytecode.py:229(<genexpr>)
        3    0.000    0.000    0.001    0.000 typing.py:483(Union)
       11    0.000    0.000    0.000    0.000 models.py:242(as_return)
        9    0.000    0.000    0.000    0.000 abstract.py:474(__init__)
       14    0.000    0.000    0.000    0.000 parfor.py:2114(_is_supported_npycall)
        7    0.000    0.000    0.005    0.001 options.py:30(parse_as_flags)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        3    0.000    0.000    0.001    0.000 context.py:328(meminfo_data)
        2    0.000    0.000    0.088    0.044 test_gradients.py:118(<listcomp>)
       38    0.000    0.000    0.000    0.000 templates.py:1182(bound_function)
       18    0.000    0.000    0.000    0.000 array_analysis.py:3184(_istuple)
        1    0.000    0.000    0.009    0.009 c_parser.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       24    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        9    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
       20    0.000    0.000    0.000    0.000 types.py:494(__len__)
       38    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        8    0.000    0.000    0.006    0.001 base.py:675(pair_first)
        3    0.000    0.000    0.000    0.000 parfor.py:1974(_mk_parfor_loops)
        5    0.000    0.000    0.001    0.000 interpreter.py:2659(_inplace_binop)
       18    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
       17    0.000    0.000    0.000    0.000 codegen.py:893(_object_getbuffer_hook)
        2    0.000    0.000    0.005    0.003 test_gradients.py:117(<listcomp>)
        2    0.000    0.000    0.001    0.000 npyimpl.py:477(generate)
        7    0.000    0.000    0.033    0.005 ir_utils.py:373(replace_vars)
        7    0.000    0.000    0.001    0.000 cpu.py:199(<listcomp>)
      7/1    0.000    0.000   12.433   12.433 compiler.py:744(compile_extra)
       38    0.000    0.000    0.000    0.000 misc.py:303(key)
        4    0.000    0.000    0.000    0.000 array_analysis.py:2148(_analyze_op_binop)
       24    0.000    0.000    0.000    0.000 arrayprint.py:72(<dictcomp>)
        1    0.000    0.000    0.002    0.002 listdecl.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:301(isgeneratorfunction)
        4    0.000    0.000    0.000    0.000 extending.py:39(decorate)
        5    0.000    0.000    0.000    0.000 numbers.py:624(real_mul_impl)
       12    0.000    0.000    0.000    0.000 untyped_passes.py:56(__init__)
        2    0.000    0.000    0.001    0.001 pythonapi.py:262(unpack_tuple)
        1    0.000    0.000    0.001    0.001 yacc.py:1(<module>)
       14    0.000    0.000    0.000    0.000 dispatcher.py:742(_callback_add_timer)
       39    0.000    0.000    0.000    0.000 functools.py:724(<listcomp>)
       25    0.000    0.000    0.000    0.000 typing_extensions.py:620(__eq__)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:983(clear)
        1    0.000    0.000    0.000    0.000 enumimpl.py:1(<module>)
       13    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
       30    0.000    0.000    0.000    0.000 ir.py:260(__init__)
       15    0.000    0.000    0.001    0.000 controlflow.py:222(_in_loops)
       13    0.000    0.000    0.000    0.000 targetconfig.py:78(enter)
        9    0.000    0.000    0.001    0.000 builder.py:550(neg)
       30    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
       13    0.000    0.000    0.000    0.000 callconv.py:108(init_call_helper)
        2    0.000    0.000    0.010    0.005 test_gradients.py:125(<listcomp>)
       37    0.000    0.000    0.000    0.000 event.py:286(duration)
        2    0.000    0.000    0.115    0.058 test_gradients.py:113(<listcomp>)
       13    0.000    0.000    0.000    0.000 lowering.py:137(post_lower)
       10    0.000    0.000    0.000    0.000 pysirf.py:77(cSIRF_bits)
       16    0.000    0.000    0.000    0.000 llvm_pass_timings.py:288(__init__)
       15    0.000    0.000    0.000    0.000 byteflow.py:362(op_NOP)
       15    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
       40    0.000    0.000    0.000    0.000 ssa.py:224(on_other)
       36    0.000    0.000    0.000    0.000 ir.py:728(get_targets)
       14    0.000    0.000    0.000    0.000 targetconfig.py:237(copy)
        1    0.000    0.000    0.035    0.035 cffi_utils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 context.py:642(keyfunc)
        1    0.000    0.000    0.012    0.012 bytemaskedarray.py:1(<module>)
        1    0.000    0.000    0.005    0.005 stencilparfor.py:44(run)
        2    0.000    0.000    0.004    0.002 callwrapper.py:197(get_env)
        8    0.000    0.000    0.000    0.000 numpy_support.py:253(resolve_output_type)
       10    0.000    0.000    0.001    0.000 arrayobj.py:130(load_item)
       18    0.000    0.000    0.000    0.000 array_analysis.py:2936(<lambda>)
        1    0.000    0.000    0.008    0.008 arrayobj.py:1355(_broadcast_to_shape)
        1    0.000    0.000    0.000    0.000 indexedoptionarray.py:1(<module>)
        1    0.000    0.000    0.005    0.005 arrayobj.py:1234(maybe_copy_source)
        1    0.000    0.000    0.003    0.003 highlevel.py:1(<module>)
