         9074922 function calls (8816296 primitive calls) in 29.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 model.py:91(build_backend_type)
        2    0.000    0.000    0.000    0.000 functions.py:382(get_impl_key)
        1    0.000    0.000    0.000    0.000 c_ast.py:499(EmptyStatement)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:294(InlineWorker)
        2    0.000    0.000    0.000    0.000 npyimpl.py:374(<listcomp>)
        2    0.000    0.000    0.000    0.000 unicode.py:2279(_gen_ascii_upper_or_lower)
        1    0.000    0.000    0.000    0.000 arrayview.py:313(type_len)
        1    0.000    0.000    0.000    0.000 arrayview.py:618(type_getitem_record)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:204(FFIAttribute)
        1    0.000    0.000    0.000    0.000 c_ast.py:674(FuncDef)
        1    0.000    0.000    0.000    0.000 _lookup.py:287(UnionLookup)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:800(Interpreter)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1248(Scanner)
        1    0.000    0.000    0.000    0.000 _kernels.py:20(KernelError)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:1211(<listcomp>)
        2    0.000    0.000    0.000    0.000 npdatetime.py:718(_gen_datetime_min_impl)
        1    0.000    0.000    0.000    0.000 hashing.py:389(FNV)
        1    0.000    0.000    0.000    0.000 enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 c_ast.py:867(Return)
        1    0.000    0.000    0.000    0.000 ak_to_json.py:300(_NoContextManager)
        1    0.000    0.000    0.000    0.000 _lookup.py:78(NumpyLookup)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1071(PatternRE)
        1    0.000    0.000    0.000    0.000 content.py:53(RecursivelyApplyOptionsType)
        1    0.000    0.000    0.000    0.000 models.py:740(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:68(InlineClosureCallPass)
        1    0.000    0.000    0.000    0.000 base.py:404(ClassAttribute)
        2    0.000    0.000    0.000    0.000 npdatetime.py:760(_gen_timedelta_min_impl)
        1    0.000    0.000    0.000    0.000 npyimpl.py:51(_ScalarHelper)
        2    0.000    0.000    0.000    0.000 npyimpl.py:389(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraymath.py:32(_check_blas)
        2    0.000    0.000    0.000    0.000 unicode.py:701(generate_finder)
        2    0.000    0.000    0.000    0.000 unicode.py:1386(generate_splitlines_func)
        1    0.000    0.000    0.000    0.000 hashing.py:410(EXPAT)
        1    0.000    0.000    0.000    0.000 arrayobj.py:951(FancyIndexer)
        1    0.000    0.000    0.000    0.000 arraydecl.py:693(ArrayFlagsAttribute)
        1    0.000    0.000    0.000    0.000 arrayview.py:496(RecordView)
        1    0.000    0.000    0.000    0.000 builder.py:107(type_len)
        1    0.000    0.000    0.000    0.000 layout.py:934(UnmaskedArrayType)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 c_ast.py:307(Cast)
        1    0.000    0.000    0.000    0.000 c_ast.py:1052(UnaryOp)
        1    0.000    0.000    0.000    0.000 string.py:56(CharBehavior)
        1    0.000    0.000    0.000    0.000 optiontype.py:12(OptionType)
        1    0.000    0.000    0.000    0.000 _reducers.py:547(Min)
        1    0.000    0.000    0.000    0.000 listtype.py:9(ListType)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:61(UnexpectedInput)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:668(TransformerChain)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1094(TerminalDef)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1170(LineCounter)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1209(CallChain)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1304(TraditionalLexer)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1547(ExpandSingleChild)
        2    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2087(__init__)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2098(ParseTable)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2165(MakeParsingFrontend)
        1    0.000    0.000    0.000    0.000 _kernels.py:92(JaxKernel)
        1    0.000    0.000    0.000    0.000 _kernels.py:100(CupyKernel)
        1    0.000    0.000    0.000    0.000 typetracer.py:80(OneOf)
        1    0.000    0.000    0.000    0.000 typetracer.py:103(TypeTracerReport)
        1    0.000    0.000    0.000    0.000 parfor.py:5157(ensure_parallel_support)
        1    0.000    0.000    0.000    0.000 interpreter.py:2707(op_BINARY_AND)
        1    0.000    0.000    0.000    0.000 model.py:335(force_the_name)
        2    0.000    0.000    0.000    0.000 version.py:537(<lambda>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        1    0.000    0.000    0.000    0.000 boxing.py:627(_NumbaTypeHelper)
        1    0.000    0.000    0.000    0.000 typedlist.py:38(_Sequence)
        2    0.000    0.000    0.000    0.000 npdatetime.py:739(_gen_timedelta_max_impl)
        1    0.000    0.000    0.000    0.000 hashing.py:396(SIPHASH)
        1    0.000    0.000    0.000    0.000 arrayobj.py:709(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 _lookup.py:205(BitMaskedLookup)
        1    0.000    0.000    0.000    0.000 highlevel.py:2708(Tuple)
        1    0.000    0.000    0.000    0.000 highlevel.py:2749(Record)
        1    0.000    0.000    0.000    0.000 _reducers.py:120(ArgMax)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2845(Indenter)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:1535(ParforGufuncCompiler)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.000    0.000 npdatetime.py:213(DatetimeMinusTimedelta)
        1    0.000    0.000    0.000    0.000 arrayview.py:156(ArrayViewType)
        1    0.000    0.000    0.000    0.000 _backends.py:263(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parfor.py:1755(__init__)
        2    0.000    0.000    0.000    0.000 zipfile.py:668(_check_compression)
        1    0.000    0.000    0.000    0.000 registry.py:39(register)
        1    0.000    0.000    0.000    0.000 base.py:81(JitClassType)
        1    0.000    0.000    0.000    0.000 listobject.py:54(ListModel)
        1    0.000    0.000    0.000    0.000 function_type.py:31(FunctionProtoModel)
        1    0.000    0.000    0.000    0.000 npyimpl.py:92(_ArrayIndexingHelper)
        2    0.000    0.000    0.000    0.000 npyimpl.py:390(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraymath.py:4020(_gen_np_machar)
        1    0.000    0.000    0.000    0.000 unicode.py:100(UnicodeIteratorModel)
        1    0.000    0.000    0.000    0.000 arrayobj.py:801(BooleanArrayIndexer)
        1    0.000    0.000    0.000    0.000 lex.py:93(NullLogger)
        1    0.000    0.000    0.000    0.000 enumdecl.py:23(EnumClassAttribute)
        1    0.000    0.000    0.000    0.000 collections.py:28(SequenceBool)
        1    0.000    0.000    0.000    0.000 arraydecl.py:555(DTypeAttr)
        1    0.000    0.000    0.000    0.000 npdatetime.py:230(DatetimeMinusDatetime)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 arrayview.py:532(RecordViewType)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(Enumerator)
        1    0.000    0.000    0.000    0.000 ak_from_json.py:369(_BytesReader)
        1    0.000    0.000    0.000    0.000 _reducers.py:171(Count)
        1    0.000    0.000    0.000    0.000 _lookup.py:118(ListLookup)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:445(Meta)
        1    0.000    0.000    0.000    0.000 _kernels.py:59(CTypesFunc)
        1    0.000    0.000    0.000    0.000 _kernel_signatures.py:45(ERROR)
        1    0.000    0.000    0.000    0.000 parfor.py:2212(__init__)
        1    0.000    0.000    0.000    0.000 array_analysis.py:3088(<listcomp>)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:1186(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:520(_no_init)
        1    0.000    0.000    0.000    0.000 typeof.py:120(_typeof_float)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1391(RewriteArrayOfConsts)
        1    0.000    0.000    0.000    0.000 dictobject.py:88(DictModel)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:34(CMath_isfinite)
        1    0.000    0.000    0.000    0.000 listdecl.py:99(InplaceAddList)
        1    0.000    0.000    0.000    0.000 builder.py:24(ArrayBuilderType)
        1    0.000    0.000    0.000    0.000 c_ast.py:167(ArrayDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:905(Struct)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:654(InlineTransformer)
        1    0.000    0.000    0.000    0.000 index.py:237(Index8)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:1201(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 listobject.py:87(ErrorHandler)
        1    0.000    0.000    0.000    0.000 npyimpl.py:416(_Kernel)
        1    0.000    0.000    0.000    0.000 generator_core.py:31(NumPyRandomGeneratorTypeModel)
        1    0.000    0.000    0.000    0.000 dictobject.py:98(DictIterModel)
        1    0.000    0.000    0.000    0.000 numbers.py:18(_int_arith_flags)
        1    0.000    0.000    0.000    0.000 unicode.py:77(UnicodeModel)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4235(_ol_array_allocate)
        1    0.000    0.000    0.000    0.000 plyparser.py:13(Coord)
        1    0.000    0.000    0.000    0.000 plyparser.py:34(PLYParser)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
        1    0.000    0.000    0.000    0.000 arraydecl.py:217(SetItemBuffer)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 arrayview.py:419(IteratorType)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:1971(LRTable)
        1    0.000    0.000    0.000    0.000 yacc.py:2936(ParserReflect)
        1    0.000    0.000    0.000    0.000 c_ast.py:700(Goto)
        1    0.000    0.000    0.000    0.000 _lookup.py:234(UnmaskedLookup)
        1    0.000    0.000    0.000    0.000 _lookup.py:251(RecordLookup)
        1    0.000    0.000    0.000    0.000 highlevel.py:325(Mask)
        1    0.000    0.000    0.000    0.000 highlevel.py:2655(_Nested)
        1    0.000    0.000    0.000    0.000 _typetracer.py:15(_UnknownScalarMeta)
        1    0.000    0.000    0.000    0.000 unknowntype.py:10(UnknownType)
        1    0.000    0.000    0.000    0.000 _reducers.py:251(Sum)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:152(UnexpectedCharacters)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:740(VisitorBase)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:752(Visitor)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1057(PatternStr)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1966(ParserState)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:2086(Action)
        1    0.000    0.000    0.000    0.000 typing.py:57(SupportsBool)
        1    0.000    0.000    0.000    0.000 numpy.py:20(__init__)
        1    0.000    0.000    0.000    0.000 index.py:241(IndexU8)
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 cgutils.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:174(from_argument)
        1    0.000    0.000    0.000    0.000 npytypes.py:517(box_type)
        1    0.000    0.000    0.000    0.000 common.py:90(key)
        1    0.000    0.000    0.000    0.000 context.py:187(get_context)
        1    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 base.py:22(InstanceModel)
        1    0.000    0.000    0.000    0.000 arrayobj.py:740(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 npdatetime.py:189(DatetimePlusTimedelta)
        1    0.000    0.000    0.000    0.000 _broadcasting.py:175(Sentinel)
        1    0.000    0.000    0.000    0.000 _reducers.py:200(CountNonzero)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:129(UnexpectedEOF)
        1    0.000    0.000    0.000    0.000 _awkward_datashape_parser.py:1406(LexerState)
        1    0.000    0.000    0.000    0.000 parfor.py:2361(__init__)
        2    0.000    0.000    0.000    0.000 version.py:511(_parse_local_version)
        1    0.000    0.000    0.000    0.000 npyimpl.py:119(_ArrayHelper)
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:596(RecordAttribute)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:184(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 c_ast.py:271(Break)
        1    0.000    0.000    0.000    0.000 _lookup.py:94(RegularLookup)
        1    0.000    0.000    0.000    0.000 parfor.py:1992(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 base.py:37(InstanceDataModel)
        1    0.000    0.000    0.000    0.000 plyparser.py:31(ParseError)
        1    0.000    0.000    0.000    0.000 enumdecl.py:62(EnumNe)
